ONS Code,Area name,Mode,Purpose,Frequency,2021,2020,2019,2018,2017,2016
E09000032,Wandsworth,Cycling,Leisure,At least once per week,10.5633436190117,15.129699999999998,14.782299375985131,11.0346,7.724499999999999,10.4796
E09000032,Wandsworth,Cycling,Leisure,At least 3 times per week,2.05019750847887,4.5748,2.7503680414598732,2.4228,1.4242,1.9605000000000001
E09000032,Wandsworth,Cycling,Leisure,At least 5 times per week,1.58712441473789,2.4756,1.8825312169194357,1.3679999999999999,0.6394000000000001,1.3742
E09000033,Westminster,Cycling,Leisure,At least once per month,14.0094102391511,14.0607,16.99296673245751,11.4286,14.910499999999999,13.1792
E09000033,Westminster,Cycling,Leisure,At least once per week,6.57888947360878,8.5984,9.333857130924995,6.4001,8.6299,7.560300000000001
E09000033,Westminster,Cycling,Leisure,At least 3 times per week,2.14527558207139,3.5201999999999996,0.9300648345859863,1.7627,3.2881,1.9254
E09000033,Westminster,Cycling,Leisure,At least 5 times per week,1.70181351713929,2.2100999999999997,0.19661656863777477,1.4286999999999999,2.3393,1.6615000000000002
E13000002,Outer London,Cycling,Leisure,At least once per month,8.51143530286311,10.9176,10.963837322185178,0,0,0
E13000002,Outer London,Cycling,Leisure,At least once per week,4.82086368226778,6.8024000000000004,6.041728726578276,0,0,0
E13000002,Outer London,Cycling,Leisure,At least 3 times per week,1.25877794273185,2.5282,1.383719383773159,0,0,0
E13000002,Outer London,Cycling,Leisure,At least 5 times per week,0.707393150854384,1.0709,0.6613347766857052,0,0,0
E09000002,Barking and Dagenham,Cycling,Leisure,At least once per month,5.41596215907351,7.5852,3.2809257337382833,9.2424,7.2405,7.8626000000000005
E09000002,Barking and Dagenham,Cycling,Leisure,At least once per week,2.50350361908566,5.583699999999999,1.7199620026670925,3.7487,4.4361,4.805899999999999
E09000002,Barking and Dagenham,Cycling,Leisure,At least 3 times per week,0.952213528770254,1.6986999999999999,0,1.109,1.3134,1.2753
E09000002,Barking and Dagenham,Cycling,Leisure,At least 5 times per week,0.952213528770254,1.0881,0,0.335,0.6125,0.6434
E09000003,Barnet,Cycling,Leisure,At least once per month,7.99864244262023,8.556999999999999,11.220937034642956,6.2599,8.8082,8.7699
E09000003,Barnet,Cycling,Leisure,At least once per week,5.53638743499965,5.7698,8.228389272203342,3.9414,4.714700000000001,5.1069
E09000003,Barnet,Cycling,Leisure,At least 3 times per week,1.74419833402574,2.8629000000000002,2.4490052300801866,1.3237999999999999,0.4588,0.8277
E09000003,Barnet,Cycling,Leisure,At least 5 times per week,1.32436422737844,1.0116,1.3975680394878645,0.3842,0.11720000000000001,0.4442
E09000004,Bexley,Cycling,Leisure,At least once per month,8.15508098439965,6.1678999999999995,9.750928758333371,12.119,11.075899999999999,9.0194
E09000004,Bexley,Cycling,Leisure,At least once per week,5.336136251994,3.5155,7.080426339237716,5.7801,6.5191,5.6821
E09000004,Bexley,Cycling,Leisure,At least 3 times per week,1.42136683441176,1.9985,1.3420892646497182,0.7676999999999999,0.6224999999999999,0.8540000000000001
E09000004,Bexley,Cycling,Leisure,At least 5 times per week,0.566369843565918,0.3607,0.5309997229218518,0.6674,0.5835,0.8540000000000001
E09000005,Brent,Cycling,Leisure,At least once per month,8.89664451246527,8.505600000000001,10.743367034037274,10.6357,7.4445,8.8654
E09000005,Brent,Cycling,Leisure,At least once per week,3.87898310764609,5.8553,5.945010705824407,7.085,4.2793,4.329899999999999
E09000005,Brent,Cycling,Leisure,At least 3 times per week,0.500421987714991,2.0509,0.8097614024205988,1.322,0.7276,1.5653000000000001
E09000005,Brent,Cycling,Leisure,At least 5 times per week,0.187449402259287,0.3926,0.24323220064654286,0.5003,0.7276,0.8493
E09000006,Bromley,Cycling,Leisure,At least once per month,7.57766833634175,12.057500000000001,8.098613255498387,12.0488,9.6379,11.253499999999999
E09000006,Bromley,Cycling,Leisure,At least once per week,4.52822858841923,7.95,3.369111475456922,8.4476,4.0826,6.4937
E09000006,Bromley,Cycling,Leisure,At least 3 times per week,1.1117848021532,2.8788,0.5184443048321924,2.5249,0.7725,1.2454
E09000006,Bromley,Cycling,Leisure,At least 5 times per week,1.1117848021532,1.0687,0.5184443048321924,1.3787,0.638,1.0026
E09000008,Croydon,Cycling,Leisure,At least once per month,5.30180257124388,6.6442,5.607681287400981,10.0306,6.4067,9.276299999999999
E09000008,Croydon,Cycling,Leisure,At least once per week,3.03819516401343,3.8975999999999997,2.7783785186904635,5.531,3.7969000000000004,6.5036
E09000008,Croydon,Cycling,Leisure,At least 3 times per week,1.2243183991963,1.4819,0.4247990386724112,2.7325,1.6230000000000002,3.2039
E09000008,Croydon,Cycling,Leisure,At least 5 times per week,0.755446846017631,0.4968,0.15334154976677836,1.8579999999999999,0,1.2321
E09000009,Ealing,Cycling,Leisure,At least once per month,9.58965134663705,11.8492,10.232287471564447,12.1865,13.730800000000002,11.6281
E09000009,Ealing,Cycling,Leisure,At least once per week,4.40515913883854,7.8636,6.22767110636639,7.105300000000001,7.591399999999999,6.759900000000001
E09000009,Ealing,Cycling,Leisure,At least 3 times per week,0.699532916035615,3.8835,2.078450071084355,3.0277,1.8597,1.7953000000000001
E09000009,Ealing,Cycling,Leisure,At least 5 times per week,0.608391643674159,1.0038,1.117037270761638,1.0559,1.0821,0.3079
E09000010,Enfield,Cycling,Leisure,At least once per month,8.41782018674552,9.726700000000001,7.646456409175026,8.715399999999999,7.514600000000001,8.609
E09000010,Enfield,Cycling,Leisure,At least once per week,4.57140070856758,7.0085,4.243750696725922,4.5811,4.0696,4.7719
E09000010,Enfield,Cycling,Leisure,At least 3 times per week,1.29527848155243,1.5873000000000002,1.2336714426434354,1.5545,0.9933000000000001,1.2755
E09000010,Enfield,Cycling,Leisure,At least 5 times per week,0.800558478648873,1.308,0.2860765456359542,0.9692,0.3924,0.7493
E09000011,Greenwich,Cycling,Leisure,At least once per month,8.35972314601764,10.075000000000001,13.043614921448388,11.9354,12.0993,12.0337
E09000011,Greenwich,Cycling,Leisure,At least once per week,4.69826453341185,5.788,7.788312501068901,5.2045,6.707299999999999,5.5728
E09000011,Greenwich,Cycling,Leisure,At least 3 times per week,1.71500512527275,2.1063,1.3869032935463002,0.6133000000000001,1.3396,1.4305
E09000011,Greenwich,Cycling,Leisure,At least 5 times per week,0.703231241673305,0.8527,0.9839825069027671,0.0682,0.9224,0.3021
E09000015,Harrow,Cycling,Leisure,At least once per month,5.28176645447834,6.0564,10.346358443667416,7.1191,12.3506,9.594800000000001
E09000015,Harrow,Cycling,Leisure,At least once per week,1.66489879075527,2.4973,5.231323412882562,3.1734999999999998,5.5462,5.5811
E09000015,Harrow,Cycling,Leisure,At least 3 times per week,0.767573704679982,1.5167,0.576831133771283,1.222,1.8608,1.9897999999999998
E09000015,Harrow,Cycling,Leisure,At least 5 times per week,0.199703277489702,0.5399,0.576831133771283,0.7343,1.0224,1.2323
E09000016,Havering,Cycling,Leisure,At least once per month,5.03908326012392,7.7311000000000005,6.882398411971,5.4894,9.8024,8.0901
E09000016,Havering,Cycling,Leisure,At least once per week,2.78949068146027,4.8116,3.5997402470495605,2.4365,5.2849,4.269
E09000016,Havering,Cycling,Leisure,At least 3 times per week,0.849189908095783,1.0560999999999998,1.9015164839874552,0.1547,1.2094,0.8706
E09000016,Havering,Cycling,Leisure,At least 5 times per week,0.603580987986279,0.4946,1.2559323973542151,0.1087,0.6351,0.17309999999999998
E09000017,Hillingdon,Cycling,Leisure,At least once per month,5.51675811726463,9.0432,13.670025531603713,7.507900000000001,11.5322,6.9159
E09000017,Hillingdon,Cycling,Leisure,At least once per week,4.61397666784354,5.2864,7.091709102314697,2.2762000000000002,7.4449000000000005,3.0877000000000003
E09000017,Hillingdon,Cycling,Leisure,At least 3 times per week,1.87866018254536,0.9249,2.630924607585575,0.7898000000000001,2.3008,1.7156
E09000017,Hillingdon,Cycling,Leisure,At least 5 times per week,1.00022238893515,0.6431,0.7665617495443974,0.7312,2.3008,0.23979999999999999
E09000018,Hounslow,Cycling,Leisure,At least once per month,10.5627380729546,12.307,11.381280141733914,16.727,8.976,10.5337
E09000018,Hounslow,Cycling,Leisure,At least once per week,7.3252100345469,6.3941,6.387657206305613,11.3132,5.7152,4.8147
E09000018,Hounslow,Cycling,Leisure,At least 3 times per week,2.37674275972509,1.9550999999999998,0.7861248389556713,3.6361999999999997,1.2549,0.6827
E09000018,Hounslow,Cycling,Leisure,At least 5 times per week,1.02837845024576,1.2371,0.7280368408124372,3.2465,1.0772,0.1364
E09000021,Kingston upon Thames,Cycling,Leisure,At least once per month,14.7960995584583,18.3671,19.797965945249942,19.6764,16.3771,16.8848
E09000021,Kingston upon Thames,Cycling,Leisure,At least once per week,6.7864338949194,11.072700000000001,10.441533397118425,12.850800000000001,10.899000000000001,9.5374
E09000021,Kingston upon Thames,Cycling,Leisure,At least 3 times per week,0.26455387915131,4.018999999999999,1.7914196222515295,2.0334000000000003,3.4313999999999996,3.9791
E09000021,Kingston upon Thames,Cycling,Leisure,At least 5 times per week,0.0397053933510737,1.6595,0.5457653342641495,1.4914,2.1356,2.7493
E09000024,Merton,Cycling,Leisure,At least once per month,12.7822298440481,15.088399999999998,14.604188541011215,11.7293,14.130999999999998,14.7305
E09000024,Merton,Cycling,Leisure,At least once per week,9.32689870585287,8.6468,8.368860929650388,7.0276000000000005,8.1463,8.101700000000001
E09000024,Merton,Cycling,Leisure,At least 3 times per week,2.81563387877927,3.7328,2.4181357024241885,2.9079,4.120299999999999,0.9571
E09000024,Merton,Cycling,Leisure,At least 5 times per week,1.60984395298034,1.0404,0.6741214068553071,0.6126,2.2015,0.7987
E09000026,Redbridge,Cycling,Leisure,At least once per month,7.05798679405365,9.603,7.651158990555033,7.8308,8.385299999999999,11.5389
E09000026,Redbridge,Cycling,Leisure,At least once per week,3.28698028539993,5.7324,4.417357361050627,5.2352,4.043,8.397
E09000026,Redbridge,Cycling,Leisure,At least 3 times per week,0.536692884179233,1.7514999999999998,1.4913765887378245,1.01,0.8814000000000001,3.9174
E09000026,Redbridge,Cycling,Leisure,At least 5 times per week,0.14520112091753,0.9650000000000001,0.7331926921689822,0.7597999999999999,0.4943,2.9699
E09000027,Richmond upon Thames,Cycling,Leisure,At least once per month,18.4029262832467,24.1469,27.730396069742596,26.1806,24.0735,25.2906
E09000027,Richmond upon Thames,Cycling,Leisure,At least once per week,11.1321487337644,16.4518,14.676891434188558,15.697600000000001,12.5175,14.9757
E09000027,Richmond upon Thames,Cycling,Leisure,At least 3 times per week,2.3858336701022,6.116499999999999,2.7050510630364553,4.0895,2.2493,4.0809
E09000027,Richmond upon Thames,Cycling,Leisure,At least 5 times per week,0.856938155267227,2.4988,1.3905708831499466,1.1839,1.7065000000000001,2.4928
E09000029,Sutton,Cycling,Leisure,At least once per month,6.45924850274907,12.5873,9.139349600428263,8.8544,6.9388000000000005,11.9185
E09000029,Sutton,Cycling,Leisure,At least once per week,3.6746326219201,8.2683,3.9565808544220133,4.0046,3.7019,4.43
E09000029,Sutton,Cycling,Leisure,At least 3 times per week,0.453634131241313,3.9252000000000002,0.3391691011847581,0.07429999999999999,0.6005,0.8546
E09000029,Sutton,Cycling,Leisure,At least 5 times per week,0.0,1.6674000000000002,0,0,0.3016,0.4206
E09000031,Waltham Forest,Cycling,Leisure,At least once per month,11.9235926984341,20.26,16.762214218590564,12.6764,14.7072,14.5851
E09000031,Waltham Forest,Cycling,Leisure,At least once per week,5.67691309895298,12.1286,7.319496151038075,6.441199999999999,8.8685,8.6243
E09000031,Waltham Forest,Cycling,Leisure,At least 3 times per week,1.04299203310598,4.5819,1.4929512462950645,1.1204,3.376,2.0972999999999997
E09000031,Waltham Forest,Cycling,Leisure,At least 5 times per week,0.559897049994106,3.0244,0.4482484894343555,0.3558,2.3314000000000004,1.0749
E92000001,England,Cycling,Travel,At least once per month,6.41870191196575,6.7492,7.550429820060119,7.7219,8.1,8.2133
E92000001,England,Cycling,Travel,At least once per week,4.55500274432456,5.0996,5.932583581747726,6.1273,6.304800000000001,6.2765
E92000001,England,Cycling,Travel,At least 3 times per week,1.9562903233129,2.3296,3.098051605596255,3.2123,3.2882000000000002,3.3048
E92000001,England,Cycling,Travel,At least 5 times per week,1.12057663018572,1.3601999999999999,1.9315408415682442,2.0153999999999996,2.0063999999999997,2.0533
E12000007,London,Cycling,Travel,At least once per month,11.4226724579796,11.204600000000001,11.019990829768842,10.8873,10.6214,10.8272
E12000007,London,Cycling,Travel,At least once per week,7.96392540336521,8.7799,9.083265820125686,8.874799999999999,8.6199,8.5433
E12000007,London,Cycling,Travel,At least 3 times per week,3.28018256094178,4.0528,5.245842182380633,5.0056,4.694,4.945399999999999
E12000007,London,Cycling,Travel,At least 5 times per week,1.7988196992186,2.2712,3.1571508306243086,3.1740999999999997,2.8417000000000003,3.0322
E13000001,Inner London,Cycling,Travel,At least once per month,18.3114157658416,18.0443,16.5791220824784,0,0,0
E13000001,Inner London,Cycling,Travel,At least once per week,13.0566840726823,14.2365,13.892840058291423,0,0,0
E13000001,Inner London,Cycling,Travel,At least 3 times per week,5.2171056070534,6.5837,8.54142209387836,0,0,0
E13000001,Inner London,Cycling,Travel,At least 5 times per week,2.80607011064465,3.8602999999999996,5.4271756647433795,0,0,0
E09000007,Camden,Cycling,Travel,At least once per month,16.9746515154412,15.0201,14.378529561717832,15.711400000000001,12.092,10.6806
E09000007,Camden,Cycling,Travel,At least once per week,12.1289727289494,11.5906,12.568364262616551,13.589699999999999,10.2661,10.129299999999999
E09000007,Camden,Cycling,Travel,At least 3 times per week,6.96824103582939,5.0331,8.14426181553981,7.9166,5.285200000000001,7.477399999999999
E09000007,Camden,Cycling,Travel,At least 5 times per week,3.54623854070025,3.2451,6.520448459099083,4.3781,3.1045,5.1199
E09000001,City of London,Cycling,Travel,At least once per month,13.443721149057,11.2034,13.171798362931467,9.8912,11.3909,15.526599999999998
E09000001,City of London,Cycling,Travel,At least once per week,11.1416832982002,9.1043,9.608204667601951,6.1083,9.0143,13.083
E09000001,City of London,Cycling,Travel,At least 3 times per week,6.23412596093169,3.4162999999999997,1.3885654955383357,3.3608,2.1592000000000002,3.7979
E09000001,City of London,Cycling,Travel,At least 5 times per week,3.44719508415485,1.6698000000000002,1.0574880478283013,1.4994,1.3946999999999998,1.9914999999999998
E09000012,Hackney,Cycling,Travel,At least once per month,27.0487180658275,28.4507,23.121697957677366,23.336399999999998,26.299099999999996,29.1755
E09000012,Hackney,Cycling,Travel,At least once per week,18.9524069314785,24.2823,20.086305977575037,22.0434,22.7359,25.851200000000002
E09000012,Hackney,Cycling,Travel,At least 3 times per week,6.01325531386563,11.2543,12.964373629550064,13.500100000000002,16.1329,14.9228
E09000012,Hackney,Cycling,Travel,At least 5 times per week,3.84513665450502,6.9505,10.38697446704018,8.1998,8.6498,9.2198
E09000013,Hammersmith and Fulham,Cycling,Travel,At least once per month,20.1381546032839,19.9324,20.881777627057506,17.9771,18.8423,24.909
E09000013,Hammersmith and Fulham,Cycling,Travel,At least once per week,15.89083667164,16.8602,15.1693312706482,14.7004,15.801000000000002,20.993000000000002
E09000013,Hammersmith and Fulham,Cycling,Travel,At least 3 times per week,7.65537945380992,7.9265,9.63611598286426,11.0783,10.3312,11.3578
E09000013,Hammersmith and Fulham,Cycling,Travel,At least 5 times per week,5.55898726568041,4.5935999999999995,4.467422799725973,4.575,7.727,7.4937000000000005
E09000014,Haringey,Cycling,Travel,At least once per month,14.0321386128338,12.795000000000002,13.35131790888258,11.0605,13.456199999999999,12.5251
E09000014,Haringey,Cycling,Travel,At least once per week,9.10185737094716,9.6929,12.140613295495996,8.0262,11.2065,10.638499999999999
E09000014,Haringey,Cycling,Travel,At least 3 times per week,3.95201964161644,5.5451,7.7039350515199345,4.7933,5.686100000000001,7.759399999999999
E09000014,Haringey,Cycling,Travel,At least 5 times per week,1.92824234745433,0.5211,4.6221721040356645,3.032,3.7340999999999998,3.9248
E09000019,Islington,Cycling,Travel,At least once per month,27.7142139742939,22.8771,13.816375376504206,24.2917,15.5079,20.236
E09000019,Islington,Cycling,Travel,At least once per week,20.129717277213,18.1205,12.87318979199054,21.568399999999997,13.222800000000001,15.4368
E09000019,Islington,Cycling,Travel,At least 3 times per week,6.78785401299719,10.3172,7.114380016661448,11.7591,8.2222,9.9588
E09000019,Islington,Cycling,Travel,At least 5 times per week,3.65553629226887,5.8277,4.347819244012615,4.864199999999999,4.5104999999999995,6.3221
E09000020,Kensington and Chelsea,Cycling,Travel,At least once per month,15.1975558275704,12.094000000000001,10.567958704676048,11.3221,13.114,11.584
E09000020,Kensington and Chelsea,Cycling,Travel,At least once per week,10.7999387284656,9.8763,7.905169965555364,8.7395,9.877600000000001,8.4689
E09000020,Kensington and Chelsea,Cycling,Travel,At least 3 times per week,3.95164980470575,4.3858,4.85156592805403,5.2616000000000005,4.5222999999999995,4.84
E09000020,Kensington and Chelsea,Cycling,Travel,At least 5 times per week,1.96953149912775,3.6744,3.3852677714337096,2.8007,3.2788999999999997,3.1687
E09000022,Lambeth,Cycling,Travel,At least once per month,19.4531545552977,25.016500000000004,18.006058254227376,16.726,17.9598,16.697300000000002
E09000022,Lambeth,Cycling,Travel,At least once per week,14.602969101753,18.6197,15.148368302569395,13.1715,14.735000000000001,13.619800000000001
E09000022,Lambeth,Cycling,Travel,At least 3 times per week,6.92877106443954,5.4145,10.001819711578817,8.366,8.516300000000001,7.1739999999999995
E09000022,Lambeth,Cycling,Travel,At least 5 times per week,4.07538097002926,2.3876,5.248041819390067,6.5947000000000005,5.0599,4.0282
E09000023,Lewisham,Cycling,Travel,At least once per month,13.8915703027934,14.147699999999999,15.98984416682315,14.150699999999999,11.3647,13.6924
E09000023,Lewisham,Cycling,Travel,At least once per week,11.1272727964416,10.9353,13.402197383063513,10.691,10.6133,9.993599999999999
E09000023,Lewisham,Cycling,Travel,At least 3 times per week,3.75543753303894,6.1741,7.910452807815255,4.9979000000000005,6.4285,6.869599999999999
E09000023,Lewisham,Cycling,Travel,At least 5 times per week,1.57727453082231,4.1317,3.860816393348049,3.3072999999999997,3.6199000000000003,4.1436
E09000025,Newham,Cycling,Travel,At least once per month,10.2760248951917,6.656199999999999,12.127137972761739,7.836600000000001,8.1738,7.312200000000001
E09000025,Newham,Cycling,Travel,At least once per week,6.89727393213181,4.9587,8.732026307377193,5.5563,6.8624,5.113
E09000025,Newham,Cycling,Travel,At least 3 times per week,2.87148941835034,1.8259999999999998,5.070954125505313,2.7282,3.38,3.1029
E09000025,Newham,Cycling,Travel,At least 5 times per week,0.986525570434162,1.0812,2.9216144120222856,2.3811999999999998,2.9145,2.386
E09000028,Southwark,Cycling,Travel,At least once per month,21.0240951109254,20.6433,19.010816223457933,24.262900000000002,19.2944,21.847
E09000028,Southwark,Cycling,Travel,At least once per week,14.6579579014344,16.919600000000003,16.718385574960365,22.1953,16.5725,18.4499
E09000028,Southwark,Cycling,Travel,At least 3 times per week,5.72659102985256,8.282399999999999,10.946784964795844,16.5217,11.2663,13.6869
E09000028,Southwark,Cycling,Travel,At least 5 times per week,2.42177857519719,6.7355,7.436583066049536,11.4339,6.0514,8.583300000000001
E09000030,Tower Hamlets,Cycling,Travel,At least once per month,14.652044056477,17.6961,15.679412101616627,17.2072,17.9934,17.089199999999998
E09000030,Tower Hamlets,Cycling,Travel,At least once per week,9.91021740553207,13.841899999999999,13.505777568041232,11.991,16.2087,13.6128
E09000030,Tower Hamlets,Cycling,Travel,At least 3 times per week,3.53584868564916,6.7971,7.074766247179748,7.1602,9.7155,9.7478
E09000030,Tower Hamlets,Cycling,Travel,At least 5 times per week,2.26622260436458,5.3509,5.136700793360059,4.3709999999999996,6.399299999999999,7.138799999999999
E09000032,Wandsworth,Cycling,Travel,At least once per month,20.9285620189651,24.5545,20.73515464273938,17.756,16.3331,17.7748
E09000032,Wandsworth,Cycling,Travel,At least once per week,15.5605922256724,18.192700000000002,17.47347882875915,15.8383,12.141200000000001,15.684899999999999
E09000032,Wandsworth,Cycling,Travel,At least 3 times per week,5.95771854745305,7.5354,10.46115073180972,7.921200000000001,5.3379,8.1579
E09000032,Wandsworth,Cycling,Travel,At least 5 times per week,2.75128870087881,3.3308999999999997,6.886697505859274,5.707199999999999,2.532,5.0466999999999995
E09000033,Westminster,Cycling,Travel,At least once per month,18.1004291995625,12.4458,15.97350106213781,12.548699999999998,16.0432,11.759500000000001
E09000033,Westminster,Cycling,Travel,At least once per week,11.1541450901481,10.414900000000001,12.459044254338924,9.7112,12.2363,6.4914
E09000033,Westminster,Cycling,Travel,At least 3 times per week,4.20020676825089,5.734,7.908987480851636,5.0269,6.4566,4.1319
E09000033,Westminster,Cycling,Travel,At least 5 times per week,2.76825706629629,3.0103,4.2527137711075556,3.4661999999999997,4.5137,2.7628
E13000002,Outer London,Cycling,Travel,At least once per month,6.57748176431747,6.3901,7.117258163445149,0,0,0
E13000002,Outer London,Cycling,Travel,At least once per week,4.3819387031958,4.939,5.706752182090937,0,0,0
E13000002,Outer London,Cycling,Travel,At least 3 times per week,1.91784967989959,2.2713,2.9322131654701615,0,0,0
E13000002,Outer London,Cycling,Travel,At least 5 times per week,1.0903711329817,1.1526,1.5635025300621028,0,0,0
E09000002,Barking and Dagenham,Cycling,Travel,At least once per month,5.71563751748005,3.2236000000000002,2.2387582890827966,3.7994,4.7807,3.9812
E09000002,Barking and Dagenham,Cycling,Travel,At least once per week,4.71710501507981,2.311,2.1766581299472985,3.6274,4.2154,3.2809
E09000002,Barking and Dagenham,Cycling,Travel,At least 3 times per week,0.772001537718182,0.7887,0.764840683390359,1.1280999999999999,1.5632,1.1200999999999999
E09000002,Barking and Dagenham,Cycling,Travel,At least 5 times per week,0.234013081276457,0.5412,0.4733672315726865,0.9795,1.0088,0.6078
E09000003,Barnet,Cycling,Travel,At least once per month,5.55789131809951,6.2715000000000005,6.511161900559925,3.3097000000000003,5.2428,4.0562000000000005
E09000003,Barnet,Cycling,Travel,At least once per week,2.79016253283835,4.3206,5.503342252939849,2.5435,3.5074,3.1976999999999998
E09000003,Barnet,Cycling,Travel,At least 3 times per week,1.27504646053371,1.4478,2.121706605308077,2.2032,1.8515,1.6955999999999998
E09000003,Barnet,Cycling,Travel,At least 5 times per week,0.469292743768745,0.9013,0.9488074904355775,2.2032,0.7227,0.8508
E09000004,Bexley,Cycling,Travel,At least once per month,2.63457819713418,2.7668999999999997,5.790203481243812,4.36,5.6178,3.0755999999999997
E09000004,Bexley,Cycling,Travel,At least once per week,1.5997011964861,2.5828,4.687461640661139,2.3643,5.1857,1.6087
E09000004,Bexley,Cycling,Travel,At least 3 times per week,0.0,1.9122,2.9888129274610202,1.6798,1.1297,0.2502
E09000004,Bexley,Cycling,Travel,At least 5 times per week,0.0,1.2375,0.3554966778950346,1.324,1.0178,0.0673
E09000005,Brent,Cycling,Travel,At least once per month,7.4571388702659,7.277200000000001,8.294527594195204,11.2791,5.8892,6.0508
E09000005,Brent,Cycling,Travel,At least once per week,5.15568887743485,5.547499999999999,5.9445377299527795,8.5625,5.1831000000000005,4.7263
E09000005,Brent,Cycling,Travel,At least 3 times per week,3.20748897116997,3.8125,3.6973278998641708,6.0357,1.0495,1.7642000000000002
E09000005,Brent,Cycling,Travel,At least 5 times per week,1.43971538645439,1.388,1.7290144508911736,3.7039999999999997,0.331,0.8937
E09000006,Bromley,Cycling,Travel,At least once per month,6.09290076119669,5.7093,3.359335861337926,6.8934999999999995,5.6217999999999995,5.4615
E09000006,Bromley,Cycling,Travel,At least once per week,4.12549609275812,3.8314,2.7395122085280375,5.0126,3.9600000000000004,4.0251
E09000006,Bromley,Cycling,Travel,At least 3 times per week,2.46201079949068,1.7544,1.3612177973534452,2.0079,1.9775,1.8457999999999999
E09000006,Bromley,Cycling,Travel,At least 5 times per week,1.22375509572021,0.2824,0.41038699354337194,1.2826,1.3252,1.351
E09000008,Croydon,Cycling,Travel,At least once per month,6.48758993427955,3.3361,2.3438275036178613,5.4002,5.3204,4.932099999999999
E09000008,Croydon,Cycling,Travel,At least once per week,6.25672454654714,2.6759999999999997,1.9994321442126028,4.8171,4.3684,4.3605
E09000008,Croydon,Cycling,Travel,At least 3 times per week,4.00243461203246,1.3235999999999999,0.5604794641363141,2.3014,0.8215999999999999,2.7618
E09000008,Croydon,Cycling,Travel,At least 5 times per week,2.00238942481211,0.7514,0.1977429279145565,2.0121,0.23640000000000003,1.8636
E09000009,Ealing,Cycling,Travel,At least once per month,10.2924666884634,9.2884,7.8875547001474065,9.9988,9.2982,9.699
E09000009,Ealing,Cycling,Travel,At least once per week,6.89800915804718,8.0013,6.272607943196501,7.5207,7.4351,7.611700000000001
E09000009,Ealing,Cycling,Travel,At least 3 times per week,3.29620432098787,4.166099999999999,2.726775401671421,2.9438,2.9973,4.0248
E09000009,Ealing,Cycling,Travel,At least 5 times per week,2.46239950052921,2.5097,1.6880165137030185,2.2179,1.7729000000000001,2.7211
E09000010,Enfield,Cycling,Travel,At least once per month,4.2883729305574,3.9621999999999997,4.281774912897114,4.4313,4.1728000000000005,4.665699999999999
E09000010,Enfield,Cycling,Travel,At least once per week,2.32528833842782,3.5811,3.524574752298895,3.8447,2.7252,3.9412000000000003
E09000010,Enfield,Cycling,Travel,At least 3 times per week,0.918782578444368,0.9223,1.2135002954605132,2.3594,1.1622999999999999,1.8058999999999998
E09000010,Enfield,Cycling,Travel,At least 5 times per week,0.178425167924094,0.0584,1.073412098946145,1.7239999999999998,0.30660000000000004,1.5841
E09000011,Greenwich,Cycling,Travel,At least once per month,7.06590236703419,7.5078000000000005,7.804726081564106,6.569500000000001,10.3471,5.2634
E09000011,Greenwich,Cycling,Travel,At least once per week,4.99948983260144,6.1592,7.271825951111352,5.8455,8.3724,3.6704
E09000011,Greenwich,Cycling,Travel,At least 3 times per week,2.16690263862185,2.0903,5.573703663642187,1.5044,4.6964,1.5685999999999998
E09000011,Greenwich,Cycling,Travel,At least 5 times per week,0.972557479215641,0.6666,5.04853430761182,0.7100000000000001,2.941,0.6839
E09000015,Harrow,Cycling,Travel,At least once per month,4.16451213644757,3.3374,4.835683522704821,3.2162999999999995,3.8760999999999997,5.1499999999999995
E09000015,Harrow,Cycling,Travel,At least once per week,2.15814918201686,3.0677,4.0866416424851595,2.3111,1.8502,3.8693
E09000015,Harrow,Cycling,Travel,At least 3 times per week,1.54311416477451,1.1405,1.3403752521123111,1.4434,1.1864,1.275
E09000015,Harrow,Cycling,Travel,At least 5 times per week,1.50664740879308,0.823,0.9952411209230523,1.4093,0.7076,0.5466000000000001
E09000016,Havering,Cycling,Travel,At least once per month,2.66478752742468,3.4055,1.3021381760348612,1.431,3.5247,3.5077999999999996
E09000016,Havering,Cycling,Travel,At least once per week,0.857810880085852,3.0120999999999998,0.9532038280056014,0.6098,3.3771000000000004,1.8464
E09000016,Havering,Cycling,Travel,At least 3 times per week,0.760593478149218,0.14400000000000002,0.3164509411295047,0.3292,1.7919999999999998,0.9387
E09000016,Havering,Cycling,Travel,At least 5 times per week,0.320372191447154,0.14400000000000002,0.2683951959450473,0.1293,1.4002999999999999,0.5009
E09000017,Hillingdon,Cycling,Travel,At least once per month,1.88417649157493,3.4808,6.999453988439141,4.9124,3.4642,5.8694999999999995
E09000017,Hillingdon,Cycling,Travel,At least once per week,1.33351857134054,2.8558,5.704625448018385,2.496,1.1971,4.1696
E09000017,Hillingdon,Cycling,Travel,At least 3 times per week,0.72845616232666,1.3252,2.5633090275510253,1.6282999999999999,0.6623,1.9914
E09000017,Hillingdon,Cycling,Travel,At least 5 times per week,0.72845616232666,0.7127,1.5394659633053134,1.1627999999999998,0.22200000000000003,0.47650000000000003
E09000018,Hounslow,Cycling,Travel,At least once per month,8.37311857339567,6.1255999999999995,9.756930475361248,9.1273,9.0867,7.030799999999999
